Age,AnnualIncome,CreditScore,EmploymentStatus,Experience,LoanAmount,LoanDuration,HomeOwnershipStatus,CreditUtilization,DebtToIncome,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,MonthlyIncome,UtilityPaymentScore,JobTenure,NetWorth,InterestRate,LoanApproved,NewLoanApproved,RiskScore
43,47630,548,Employed,20,35290,60,Own,26%,25%,0,Auto,0,18,3,1658,3969.17,98.48,6,10988,27.99,0,Rejected,56
55,47458,578,Employed,35,32833,36,Other,23%,23%,0,Education,0,23,12,4070,3954.83,85.34,4,101857,21.89,0,Rejected,49
40,111434,668,Employed,19,31096,120,Own,26%,45%,0,Education,0,30,4,1917,9286.17,93.84,6,8730,23.92,1,Approved,42
37,49611,591,Employed,17,26312,84,Rent,53%,26%,0,Debt Consolidation,1,32,6,2440,4134.25,94.64,4,13053,30.7,0,Rejected,62
46,87308,609,Employed,28,18201,108,Mortgage,8%,46%,0,Auto,0,33,21,7006,7275.67,80.83,7,94108,29.08,1,Approved,39
29,16528,593,Employed,6,22941,36,Own,16%,16%,0,Debt Consolidation,0,20,15,5288,1377.33,85.26,5,24623,21.42,0,Rejected,51
41,38870,524,Employed,21,37037,36,Rent,10%,13%,1,Other,0,30,13,6093,3239.17,67.72,3,83928,31.2,0,Rejected,60
25,36319,516,Employed,4,16129,72,Rent,60%,18%,0,Debt Consolidation,0,21,10,4301,3026.58,87.05,5,181268,25.37,0,Rejected,49
40,134830,540,Employed,17,9944,36,Other,9%,15%,0,Other,0,31,10,3592,11235.83,71.4,2,41412,20.83,1,Approved,38
38,38277,540,Employed,16,14865,24,Rent,22%,38%,0,Debt Consolidation,0,24,9,1011,3189.75,89.4,6,124871,20.69,0,Rejected,52
30,27402,571,Unemployed,9,70507,48,Rent,2%,16%,0,Education,0,14,28,938,2283.5,83.49,7,69430,28.37,0,Rejected,52
41,37926,642,Employed,15,15550,108,Mortgage,11%,8%,0,Home,0,23,15,5592,3160.5,93.7,7,12704,26.02,0,Rejected,47
41,95494,575,Employed,22,19333,48,Rent,25%,17%,0,Home,0,17,9,5175,7957.83,54.95,3,16728,24.25,0,Rejected,50
54,44548,603,Employed,34,22398,72,Mortgage,48%,61%,0,Home,0,15,5,850,3712.33,61.84,5,20845,25.42,0,Rejected,59
20,24559,383,Employed,0,46240,96,Own,28%,9%,0,Education,0,27,18,15474,2046.58,90.61,3,75819,40.06,0,Rejected,50
39,86834,596,Self-Employed,18,38064,36,Mortgage,54%,8%,0,Home,0,32,4,4789,7236.17,72.83,4,37796,23.98,0,Rejected,56
30,76093,605,Employed,9,11976,60,Mortgage,24%,12%,0,Auto,0,24,13,1769,6341.08,67.42,5,1673,22.41,1,Approved,38
50,42759,597,Employed,30,15805,60,Mortgage,26%,16%,0,Auto,1,26,14,1543,3563.25,88.7,5,145293,22.92,0,Rejected,53
49,22082,520,Self-Employed,26,28355,36,Own,71%,22%,0,Debt Consolidation,1,30,24,280,1840.17,78.43,5,93563,25.96,0,Rejected,63
46,82782,537,Employed,23,8305,36,Rent,18%,29%,0,Education,0,30,29,3926,6898.5,88.55,6,26610,22.31,1,Approved,40
31,82099,539,Employed,8,31738,36,Own,7%,18%,0,Debt Consolidation,0,29,10,593,6841.58,88.04,3,6454,25.05,0,Rejected,48
50,28515,530,Employed,29,5894,48,Own,70%,32%,0,Home,0,17,22,256,2376.25,85.24,4,3992,23.83,1,Approved,46
21,68812,512,Employed,0,55018,60,Rent,23%,23%,0,Home,0,29,25,1237,5734.33,87.29,4,132227,27.34,0,Rejected,48
19,38673,562,Employed,0,21621,84,Mortgage,26%,50%,0,Debt Consolidation,0,26,8,19786,3222.75,81.13,5,40299,26.61,0,Rejected,58
24,23580,568,Employed,0,16597,60,Mortgage,12%,5%,0,Other,0,26,25,4511,1965,81.41,2,21992,20.47,0,Rejected,51
39,32936,558,Employed,13,50840,36,Own,24%,19%,0,Education,0,31,3,6206,2744.67,57.51,9,7273,26.08,0,Rejected,54
48,58931,645,Employed,23,27418,48,Mortgage,27%,26%,0,Debt Consolidation,0,26,27,8083,4910.92,72.55,5,7234,17.79,1,Approved,39
18,22886,594,Employed,0,13324,120,Rent,22%,49%,0,Home,0,29,2,5450,1907.17,91.77,8,13914,24.69,0,Rejected,62
55,71347,542,Employed,31,15727,108,Mortgage,23%,35%,0,Home,0,27,18,228,5945.58,87.84,5,1540,33.26,0,Rejected,54
41,25112,409,Employed,21,12886,72,Own,16%,16%,0,Home,0,25,24,1437,2092.67,78.47,6,8711,36.16,0,Rejected,51
21,25580,576,Self-Employed,0,16072,60,Other,41%,48%,0,Home,0,16,14,1340,2131.67,88.31,3,27270,22.35,0,Rejected,62
41,52793,563,Employed,17,21490,60,Rent,60%,64%,0,Education,0,31,9,5471,4399.42,55.88,2,21731,29.4,0,Rejected,61
53,39748,568,Employed,31,7985,120,Own,10%,18%,0,Other,0,20,3,1598,3312.33,54.87,5,2315,28.01,0,Rejected,53
47,42117,528,Employed,24,33682,60,Mortgage,4%,6%,1,Education,1,23,25,8825,3509.75,86.74,9,472408,26.88,0,Rejected,62
53,60712,598,Employed,29,7319,72,Other,27%,41%,0,Debt Consolidation,0,21,26,22555,5059.33,74.26,6,91412,22.64,1,Approved,43
23,23598,543,Employed,0,15367,72,Own,10%,6%,0,Other,0,23,7,1053,1966.5,66.63,4,124952,28.68,0,Rejected,48
35,41873,646,Employed,15,39350,24,Own,32%,17%,0,Home,0,23,9,4534,3489.42,64.5,4,10535,16.5,0,Rejected,49
28,43387,493,Employed,5,14507,72,Own,47%,49%,0,Auto,0,35,2,5236,3615.58,79.24,3,29030,25.25,0,Rejected,62
60,48903,594,Employed,39,9995,24,Rent,67%,16%,0,Education,0,24,8,442,4075.25,78.95,4,8088,16,0,Rejected,54
47,73548,559,Employed,26,17494,48,Rent,40%,27%,0,Home,0,23,18,2121,6129,90.81,5,54027,24.87,1,Approved,40
74,110160,641,Employed,55,18358,12,Rent,31%,42%,0,Education,0,27,6,5846,9180,63.41,4,24429,14.82,1,Approved,43
34,131179,580,Employed,11,21099,72,Rent,19%,37%,0,Home,0,20,22,1733,7230.42,82.56,2,19847,22.93,1,Approved,41
31,26480,564,Employed,12,33405,12,Own,40%,28%,1,Home,0,23,4,1299,2206.67,89.64,2,111361,24.09,0,Rejected,65
38,89752,616,Employed,15,11439,60,Rent,53%,42%,0,Debt Consolidation,0,27,20,7786,7479.33,52.56,7,330983,19.66,1,Approved,38
56,36067,516,Employed,31,24539,72,Own,40%,63%,0,Debt Consolidation,0,32,29,3284,3005.58,83.84,6,83697,28.26,0,Rejected,57
35,78123,510,Employed,11,24498,60,Mortgage,7%,67%,0,Education,1,23,12,1049,6510.25,96.09,2,488197,27.22,1,Approved,46
41,57740,600,Unemployed,18,28156,36,Own,38%,80%,0,Debt Consolidation,0,23,5,6824,4811.67,92.75,3,55864,21.79,0,Rejected,58
41,33528,600,Employed,15,10742,72,Own,24%,2%,0,Debt Consolidation,1,25,24,1296,2794,54.74,9,18055,20.45,0,Rejected,54
40,98425,523,Employed,17,19144,24,Own,31%,40%,0,Home,0,21,9,19030,8202.08,83.12,1,115855,18.61,1,Approved,42
32,76222,537,Employed,11,18978,60,Mortgage,14%,35%,0,Debt Consolidation,1,22,2,2310,6351.83,87.69,7,83691,26.4,0,Rejected,61
38,58451,515,Employed,15,45008,12,Rent,19%,32%,0,Home,0,19,7,1534,4870.92,86.2,4,8694,29.53,0,Rejected,54
37,168186,604,Employed,11,42809,60,Rent,26%,30%,0,Auto,1,17,1,3590,14015.5,83.51,3,12449,24.37,0,Rejected,57
39,29879,598,Employed,19,10397,84,Other,29%,17%,0,Auto,0,23,22,1471,2489.92,89.08,2,36819,22.77,0,Rejected,52
51,60743,584,Employed,31,17999,24,Mortgage,3%,26%,0,Debt Consolidation,0,21,20,9415,5061.92,78.06,9,10411,21.65,0,Rejected,51
61,76346,618,Employed,37,11284,24,Mortgage,6%,41%,0,Debt Consolidation,0,29,15,5993,6362.17,58.88,5,52889,16.8,1,Approved,40
29,26399,539,Employed,7,21476,60,Mortgage,22%,53%,0,Education,0,25,17,2736,2199.92,51.45,3,69275,24.08,0,Rejected,58
35,26604,577,Employed,14,9700,24,Rent,33%,21%,0,Home,0,22,13,2368,2217,72.15,5,235553,20.91,0,Rejected,50
30,104619,515,Employed,10,136565,36,Other,15%,37%,0,Home,0,17,24,1723,8718.25,93.17,7,92279,32.84,0,Rejected,50
42,36133,488,Employed,23,22087,48,Mortgage,33%,21%,0,Debt Consolidation,0,26,4,3196,3011.08,60.57,6,7047,23.95,0,Rejected,56
33,92396,611,Self-Employed,13,25411,60,Own,15%,31%,0,Auto,0,29,12,1051,7699.67,94.74,6,145880,23.08,1,Approved,38
42,42899,523,Employed,16,34287,108,Own,39%,21%,0,Other,0,29,22,9081,3574.92,57.14,9,56521,27.41,0,Rejected,51
53,174056,644,Employed,31,20576,36,Rent,23%,17%,0,Debt Consolidation,0,18,20,2194,14504.67,89.04,6,44569,17.54,1,Approved,36
18,15000,527,Employed,0,11221,72,Mortgage,12%,9%,0,Debt Consolidation,0,20,12,818,1250,70.6,7,25414,26.08,0,Rejected,51
45,99261,524,Employed,20,25055,36,Other,18%,23%,1,Home,0,28,8,6282,8271.75,86.81,3,70429,27.48,0,Rejected,61
34,58598,608,Employed,9,43423,72,Mortgage,52%,64%,0,Home,0,21,9,7931,4883.17,95,4,107085,24.73,0,Rejected,53
45,18868,531,Employed,20,30654,36,Mortgage,8%,24%,0,Education,0,22,3,2704,1572.33,82.83,2,6942,24.45,0,Rejected,56
29,43851,616,Employed,7,37921,72,Own,37%,21%,1,Debt Consolidation,0,28,9,4991,3654.25,84.24,9,4575,23.12,0,Rejected,63
54,16445,567,Employed,32,12760,24,Mortgage,8%,5%,0,Home,0,23,7,1124,1370.42,80.13,3,7150,19.97,0,Rejected,52
50,77107,636,Unemployed,27,14828,48,Rent,13%,35%,1,Home,0,22,11,9105,6425.58,97.29,5,26348,15.35,1,Approved,52
46,33564,500,Employed,21,33443,48,Own,43%,18%,0,Home,0,22,18,3321,2797,57.99,10,2307,23.62,0,Rejected,52
49,18638,622,Employed,28,24004,96,Rent,40%,7%,0,Auto,1,24,8,5821,1553.17,95.1,4,315382,25.63,0,Rejected,51
31,103595,527,Employed,10,23261,84,Mortgage,19%,26%,0,Auto,1,25,15,25210,4760.58,98.23,5,83471,27.96,0,Rejected,54
32,57933,547,Employed,8,23681,48,Own,40%,30%,0,Home,0,22,16,1065,4827.75,80.35,6,8695,24.98,0,Rejected,54
49,176294,604,Employed,24,28116,24,Own,9%,24%,0,Auto,0,12,23,2233,14691.17,83.35,6,5970,24.13,1,Approved,37
30,81479,611,Employed,8,10590,36,Mortgage,13%,13%,0,Education,1,21,2,1852,6789.92,63.78,5,8364,17.83,1,Approved,44
57,15000,622,Employed,33,16716,36,Mortgage,28%,4%,0,Auto,0,29,18,1918,1250,72.5,5,77385,20.48,0,Rejected,47
36,27143,600,Employed,13,24512,48,Rent,50%,10%,0,Debt Consolidation,0,23,24,11788,2261.92,76.57,3,7199,22.72,0,Rejected,50
46,86898,611,Employed,24,20378,84,Mortgage,20%,31%,0,Education,0,30,21,4799,7241.5,78.78,8,81819,26.08,1,Approved,38
65,20519,608,Employed,44,20695,36,Own,5%,28%,0,Home,0,27,16,1748,1709.92,85.12,7,9472,19.27,0,Rejected,50
31,29439,629,Employed,11,11523,24,Rent,5%,11%,0,Home,0,20,6,3694,2453.25,68.61,6,30289,16.23,0,Rejected,50
40,42629,593,Employed,19,10379,36,Rent,65%,5%,0,Education,0,29,28,2629,3552.42,77.68,6,10626,19.66,1,Approved,42
52,51240,610,Unemployed,31,45311,108,Mortgage,31%,31%,0,Home,0,34,16,14571,4270,93.48,5,203646,25.95,0,Rejected,50
51,144495,612,Unemployed,28,13369,72,Mortgage,7%,28%,0,Education,0,20,12,1627,12041.25,55.46,1,5441,22.11,1,Approved,39
36,48231,614,Employed,11,39526,108,Mortgage,9%,55%,0,Auto,0,26,28,7249,4019.25,84.37,8,19648,24.5,0,Rejected,55
33,50279,577,Employed,10,40055,36,Own,5%,50%,0,Home,0,32,8,1922,4189.92,69.48,3,31110,27.06,0,Rejected,58
37,23683,579,Employed,16,27003,60,Rent,38%,16%,0,Home,0,24,20,2255,1973.58,89.28,2,28421,24.62,0,Rejected,52
57,30980,619,Employed,33,12625,48,Mortgage,30%,22%,0,Debt Consolidation,0,28,20,1251,2581.67,83.98,8,14278,20.15,0,Rejected,50
36,40739,468,Unemployed,13,17683,36,Rent,1%,24%,0,Education,0,28,6,8579,3394.92,93.83,11,12098,26.26,0,Rejected,57
40,48122,521,Employed,17,17152,48,Mortgage,52%,46%,0,Debt Consolidation,0,18,15,4209,4010.17,66.51,5,6310,22.12,0,Rejected,58
34,19437,547,Unemployed,13,24193,96,Mortgage,47%,37%,1,Auto,0,22,5,3579,1619.75,82.91,3,367675,29.68,0,Rejected,68
48,70409,536,Employed,23,58308,108,Own,30%,14%,0,Debt Consolidation,0,39,8,1954,5867.42,85.25,2,5534,35.5,0,Rejected,51
41,54598,499,Self-Employed,16,38312,72,Other,34%,82%,0,Home,0,28,18,5170,4549.83,65.55,4,146166,30.86,0,Rejected,57
27,35091,572,Self-Employed,5,37560,36,Mortgage,6%,3%,0,Auto,0,24,25,2911,2924.25,79.47,6,3278,21.66,0,Rejected,53
28,105848,570,Unemployed,4,20336,48,Own,32%,3%,0,Debt Consolidation,0,23,10,18728,8820.67,90.93,5,19628,21.33,1,Approved,42
18,51706,621,Employed,0,31874,36,Own,42%,55%,0,Auto,0,19,21,1930,4308.83,85.96,3,225699,18.05,1,Approved,42
30,29219,545,Employed,8,14217,36,Mortgage,45%,23%,0,Education,0,19,17,2110,2434.92,84.21,8,90826,24.46,0,Rejected,53
49,137201,676,Employed,27,17109,84,Mortgage,23%,38%,0,Debt Consolidation,0,23,2,2823,11433.42,75.26,2,36698,19.26,1,Approved,40
55,61330,587,Employed,32,20083,60,Rent,75%,30%,0,Education,0,22,17,6273,5110.83,94.19,8,10416,21.91,1,Approved,43
48,51571,575,Employed,28,27994,48,Rent,40%,28%,1,Home,0,21,1,2040,4297.58,83.81,15,65150,18.84,0,Rejected,67
46,21412,583,Employed,23,31014,108,Rent,53%,36%,0,Other,0,26,20,2878,1784.33,80.26,4,197813,26.36,0,Rejected,53
38,51609,573,Employed,13,44570,24,Own,53%,38%,0,Home,0,24,19,695,4300.75,75.38,8,102289,27.13,0,Rejected,51
49,107677,588,Employed,27,31314,60,Rent,54%,8%,0,Debt Consolidation,0,28,27,4299,8973.08,63.7,3,4440,25.34,1,Approved,40
43,28857,573,Employed,20,23680,36,Own,16%,56%,0,Debt Consolidation,0,15,12,3124,2404.75,64.51,3,40093,17.77,0,Rejected,59
61,25690,588,Employed,36,52892,12,Other,15%,21%,0,Other,0,26,21,6799,2140.83,68.46,5,23787,26.66,0,Rejected,53
38,98323,579,Employed,16,15277,60,Mortgage,30%,30%,0,Home,0,18,25,9032,8193.58,82.89,2,46043,22.42,1,Approved,42
56,95044,603,Employed,33,21086,12,Rent,38%,44%,0,Other,0,24,8,5389,7920.33,59.29,8,9788,18.65,0,Rejected,53
50,88659,567,Employed,29,67490,96,Rent,25%,30%,0,Education,0,20,16,5381,7388.25,87.17,5,7679,31.72,0,Rejected,51
48,57480,636,Employed,27,7219,72,Own,36%,5%,0,Education,0,22,16,2949,4790,73.64,7,12915,23.78,0,Rejected,47
18,46327,502,Employed,0,12693,12,Own,16%,6%,0,Home,0,13,13,3333,3860.58,63.7,5,9204,23.98,0,Rejected,50
51,18016,584,Employed,28,18859,36,Own,56%,2%,0,Debt Consolidation,0,25,11,8095,1501.33,82.42,4,44709,19.29,0,Rejected,53
38,35848,607,Employed,14,21750,24,Mortgage,59%,32%,0,Home,0,27,15,14027,2987.33,94.73,9,37361,19.07,0,Rejected,53
34,65072,584,Employed,11,13421,84,Rent,32%,18%,0,Home,0,20,28,19225,5422.67,68.06,8,114674,27.87,1,Approved,37
22,44308,491,Employed,0,46639,48,Mortgage,3%,10%,0,Other,0,28,11,4497,3692.33,64.74,5,92688,27.75,0,Rejected,48
39,87847,627,Employed,13,22570,108,Mortgage,17%,22%,0,Home,0,34,28,1476,7320.58,66.66,8,53469,24.79,1,Approved,36
40,106041,554,Employed,15,15064,60,Own,10%,32%,1,Home,0,24,17,1738,8836.75,90.27,6,31474,22.47,1,Approved,51
24,17153,503,Employed,1,15214,84,Rent,29%,44%,0,Education,0,20,24,2377,1429.42,81.63,7,4754,33.28,0,Rejected,58
22,54254,585,Employed,0,26799,120,Other,14%,13%,0,Auto,0,31,25,4143,4521.17,78.13,6,19885,30.64,0,Rejected,49
45,56988,669,Employed,23,21569,48,Other,35%,5%,0,Home,0,19,1,3360,4749,80.49,9,6201,16.4,0,Rejected,48
50,31116,397,Employed,28,44588,60,Rent,18%,23%,0,Education,0,24,11,14432,2593,71.12,3,121640,33.59,0,Rejected,48
42,249177,532,Employed,19,25489,60,Mortgage,22%,61%,0,Education,0,25,5,3098,20764.75,75.85,5,364188,27.03,1,Approved,42
53,24687,628,Employed,30,28917,36,Other,29%,18%,0,Home,0,32,2,3725,2057.25,58.95,5,39686,22.98,0,Rejected,53
38,52308,620,Unemployed,14,29182,24,Rent,12%,16%,0,Other,1,37,11,2391,4359,56.7,4,51493,21.05,0,Rejected,53
39,35838,517,Employed,14,28387,24,Mortgage,59%,44%,0,Home,1,31,17,3619,2986.5,74,5,28784,20,0,Rejected,64
28,51897,535,Employed,6,12676,48,Own,8%,34%,0,Debt Consolidation,0,19,8,1511,4324.75,73.67,7,118406,24.53,1,Approved,40
21,15000,589,Employed,3,34317,48,Rent,50%,38%,0,Debt Consolidation,0,22,26,15529,1250,93.33,5,56215,23.05,0,Rejected,55
62,38140,531,Employed,35,10834,60,Mortgage,6%,51%,0,Other,1,22,15,16804,3178.33,83.5,4,8526,21.1,0,Rejected,64
53,66824,570,Employed,32,19282,72,Mortgage,32%,38%,0,Other,0,23,20,17852,5568.67,88.95,2,98553,27.72,0,Rejected,52
23,17690,593,Employed,0,48592,36,Own,48%,33%,0,Home,0,24,9,10720,1474.17,83.51,7,171069,21.83,0,Rejected,54
41,92846,500,Employed,17,12104,48,Own,30%,34%,0,Education,0,20,6,7157,7737.17,87.22,7,65023,28.79,0,Rejected,53
38,64677,526,Employed,13,11719,36,Rent,35%,24%,0,Auto,0,25,3,380,5389.75,86.47,3,5776,23.3,0,Rejected,55
36,16396,527,Employed,10,41919,72,Mortgage,33%,24%,0,Debt Consolidation,0,20,14,2875,1366.33,88.04,5,5955,29.11,0,Rejected,54
35,44504,584,Employed,13,19567,72,Other,60%,17%,0,Education,0,28,21,18187,3708.67,70.53,5,316215,25.69,0,Rejected,47
44,80473,597,Employed,19,26774,60,Own,33%,37%,0,Debt Consolidation,0,24,19,6784,6706.08,91.69,7,2960,22.82,1,Approved,42
49,21363,611,Employed,26,15740,36,Mortgage,8%,41%,0,Debt Consolidation,0,21,16,1020,1780.25,77.33,7,6851,20.06,0,Rejected,54
44,15881,580,Employed,16,32674,120,Other,44%,28%,0,Auto,0,28,16,841,1323.42,86.23,7,586540,28.84,0,Rejected,47
38,23927,594,Employed,13,15592,24,Rent,30%,50%,0,Auto,0,23,4,1657,1993.92,82.54,6,156714,17.95,0,Rejected,59
38,252307,627,Employed,16,33394,84,Mortgage,15%,39%,0,Home,0,31,13,8305,21025.58,75.93,1,68458,24.87,1,Approved,37
51,81244,531,Employed,30,16057,48,Rent,44%,4%,0,Home,0,27,1,781,6770.33,67.45,8,26680,23.66,0,Rejected,54
45,40835,609,Employed,27,19627,48,Rent,17%,11%,1,Debt Consolidation,0,18,3,6456,3402.92,90.34,8,6608,20.29,0,Rejected,62
40,21353,498,Employed,16,12125,48,Own,31%,57%,0,Home,1,20,11,1614,1779.42,75.62,5,157758,28.19,0,Rejected,62
39,30788,508,Employed,14,26357,60,Mortgage,20%,43%,0,Auto,0,32,17,6983,2565.67,84.89,7,5096,29.77,0,Rejected,56
44,149104,560,Self-Employed,20,25894,48,Rent,10%,13%,0,Auto,1,31,24,6638,12425.33,77.3,4,29613,23.7,1,Approved,45
34,183837,628,Employed,16,15835,24,Mortgage,47%,8%,0,Education,0,29,17,5364,15319.75,45.26,5,220354,15.93,1,Approved,34
49,32231,638,Employed,29,44716,36,Own,37%,18%,0,Debt Consolidation,0,20,26,758,2685.92,69.38,3,3370,19.04,0,Rejected,48
27,48798,451,Self-Employed,4,28383,48,Rent,47%,42%,0,Auto,0,19,19,8069,4066.5,84.94,5,83534,30.98,0,Rejected,59
35,43812,529,Employed,9,17513,108,Mortgage,25%,7%,0,Education,0,24,3,3270,3651,77.83,5,18486,34.49,0,Rejected,54
47,123598,625,Self-Employed,25,17394,72,Rent,7%,23%,0,Other,0,20,6,7311,10299.83,76.85,4,42056,22.53,1,Approved,41
26,19334,581,Employed,1,37132,48,Mortgage,22%,26%,0,Home,0,17,6,38968,1611.17,80.46,6,17993,22.14,0,Rejected,56
21,57827,578,Employed,1,16449,72,Rent,37%,44%,0,Debt Consolidation,0,24,6,10010,4818.92,71.51,3,66351,21.74,0,Rejected,56
40,19145,499,Employed,17,75679,36,Other,50%,35%,0,Auto,0,30,27,1361,1595.42,68.41,4,67401,30.18,0,Rejected,55
19,84602,578,Employed,0,26772,72,Rent,47%,31%,0,Education,0,17,19,6246,7050.17,75.33,4,58242,28.67,0,Rejected,52
24,23390,575,Employed,0,28482,48,Mortgage,11%,19%,0,Education,0,23,1,7523,1949.17,90.06,5,3188,26.29,0,Rejected,55
49,43300,605,Self-Employed,28,18925,72,Other,16%,46%,0,Education,1,17,1,36339,3608.33,66.89,5,94191,23.77,0,Rejected,64
37,36948,563,Self-Employed,11,13149,36,Mortgage,15%,12%,0,Debt Consolidation,0,26,14,4913,3079,89.85,4,193475,25.17,0,Rejected,49
55,223638,637,Employed,33,14075,48,Own,11%,28%,0,Home,0,35,25,3428,18636.5,93.82,3,9094,20.24,1,Approved,37
25,54838,561,Employed,5,25058,48,Rent,36%,14%,0,Auto,0,21,3,1644,4569.83,89.87,10,323610,20.03,0,Rejected,47
38,33386,604,Self-Employed,18,31949,60,Own,7%,14%,0,Auto,0,19,23,420,2782.17,70.58,5,10177,23.86,0,Rejected,50
44,33261,619,Employed,23,19362,36,Mortgage,9%,52%,0,Education,0,34,26,1360,2771.75,91.66,1,127307,18.54,0,Rejected,51
25,92168,589,Employed,2,18283,48,Rent,31%,12%,0,Education,0,19,27,7200,7680.67,73.28,5,12892,21.22,1,Approved,39
52,15000,629,Employed,31,26884,72,Mortgage,33%,39%,0,Home,0,23,4,3752,1250,50.52,5,102951,21.59,0,Rejected,52
46,67031,609,Self-Employed,25,10470,48,Mortgage,16%,30%,0,Education,0,13,24,6464,5585.92,80.06,7,613986,23.68,1,Approved,34
20,24144,583,Unemployed,0,29067,48,Rent,47%,21%,0,Auto,0,24,14,1163,2012,71.94,7,3124,24.76,0,Rejected,58
39,222378,642,Self-Employed,21,30431,24,Own,24%,20%,0,Debt Consolidation,0,22,26,7722,18531.5,91.14,3,19356,18.88,1,Approved,38
44,230579,560,Employed,22,12659,60,Mortgage,51%,32%,0,Education,0,33,9,2009,19214.92,75.96,6,10255,25.7,1,Approved,43
32,47235,585,Unemployed,12,29654,48,Own,23%,33%,0,Home,1,25,27,3549,3936.25,76.02,8,3027,24.09,0,Rejected,64
22,29012,472,Employed,1,23054,72,Mortgage,49%,34%,0,Home,0,39,20,15192,2417.67,64.8,4,81114,34.04,0,Rejected,55
43,52981,584,Employed,20,20213,48,Mortgage,34%,38%,0,Education,0,24,12,7624,4415.08,65.72,9,4503,21.7,0,Rejected,54
66,40959,527,Employed,44,31459,48,Rent,28%,27%,0,Home,0,24,5,4351,3413.25,51,6,10028,21.67,0,Rejected,55
35,34983,576,Employed,13,20848,72,Mortgage,16%,31%,0,Debt Consolidation,0,23,7,4648,2915.25,82.62,6,15833,26.41,0,Rejected,55
58,51211,584,Employed,33,12884,36,Own,46%,12%,0,Other,0,33,12,1890,4267.58,92.07,7,10406,22.54,0,Rejected,51
30,82222,616,Employed,8,23887,84,Rent,30%,20%,0,Debt Consolidation,0,27,17,8378,6851.83,60.49,8,50232,21.91,1,Approved,35
42,52990,600,Employed,16,42952,48,Mortgage,36%,25%,0,Auto,0,23,12,1265,4415.83,84.71,7,29056,22.16,0,Rejected,49
49,59463,551,Employed,25,10789,48,Own,32%,3%,0,Home,0,24,12,4660,4955.25,55.06,5,114579,21.91,1,Approved,37
39,33205,596,Employed,18,30913,108,Other,44%,29%,0,Education,0,27,24,2173,2767.08,73.44,7,2838,28.15,0,Rejected,54
36,20084,554,Employed,10,20803,24,Rent,13%,26%,1,Home,0,22,23,2404,1673.67,78.54,8,8884,18.18,0,Rejected,65
48,29091,633,Employed,25,34324,96,Rent,46%,31%,0,Education,0,24,21,236,2424.25,80.6,8,176746,25.43,0,Rejected,50
62,78845,600,Employed,36,20234,60,Rent,35%,53%,0,Auto,0,30,23,726,6570.42,89.09,7,95311,19.74,1,Approved,42
43,54093,636,Employed,21,19460,12,Mortgage,12%,55%,0,Debt Consolidation,0,29,11,8405,4507.75,93.58,1,7070,13.32,0,Rejected,54
33,51129,592,Employed,10,35165,96,Own,32%,39%,0,Home,0,19,12,418,4260.75,64.68,4,26051,22.34,0,Rejected,54
37,53866,496,Employed,14,25385,60,Mortgage,17%,13%,0,Debt Consolidation,0,21,3,2362,4488.83,70.79,3,10269,27.91,0,Rejected,52
70,73173,607,Unemployed,48,18166,84,Mortgage,19%,57%,0,Education,0,18,18,18270,6097.75,84.92,5,24804,20.17,1,Approved,46
41,55917,590,Employed,16,26430,72,Mortgage,67%,35%,0,Home,0,34,13,1939,4659.75,78.48,7,90554,23.93,0,Rejected,54
32,74798,515,Employed,6,16899,48,Mortgage,26%,28%,0,Debt Consolidation,0,28,18,6014,6233.17,70.95,10,4991,25.48,0,Rejected,52
26,76533,530,Employed,8,10644,84,Other,14%,9%,0,Debt Consolidation,0,23,5,2299,6377.75,72.14,6,246620,23.79,0,Rejected,47
18,40360,602,Employed,0,24169,60,Rent,7%,44%,0,Auto,0,24,25,11283,3363.33,74.19,5,2926,24.69,0,Rejected,53
44,37512,580,Employed,23,38401,60,Own,45%,3%,0,Other,0,31,10,22881,3126,88.16,6,187635,30.41,0,Rejected,48
47,99777,638,Employed,29,8768,48,Own,23%,6%,0,Debt Consolidation,0,16,3,12262,8314.75,77.32,7,3672,14.78,1,Approved,39
35,51626,567,Employed,11,30617,48,Rent,46%,21%,0,Home,0,31,7,4594,4302.17,82.02,5,4498,26.49,0,Rejected,54
39,44966,620,Employed,15,9168,36,Mortgage,36%,17%,0,Home,0,30,14,6191,3747.17,71.45,3,81935,20.2,0,Rejected,46
25,17233,560,Employed,1,14665,24,Rent,26%,51%,0,Other,0,26,8,3535,1436.08,93.4,8,2746,17.87,0,Rejected,61
41,106459,557,Employed,18,26228,36,Rent,27%,26%,0,Debt Consolidation,0,19,28,2065,8871.58,57.99,4,43113,23.62,1,Approved,41
45,35987,567,Employed,21,41822,48,Other,42%,40%,0,Debt Consolidation,0,18,5,4990,2998.92,72.69,6,693141,30.4,0,Rejected,50
33,46148,419,Employed,12,15587,60,Own,43%,11%,0,Debt Consolidation,0,24,9,3612,3845.67,92.79,7,80109,33.1,0,Rejected,51
60,191939,657,Unemployed,37,22862,72,Mortgage,12%,39%,0,Debt Consolidation,0,22,10,14558,15994.92,54.61,2,50236,21.51,1,Approved,37
29,34391,489,Employed,5,8286,48,Own,52%,16%,0,Education,0,13,19,7915,2865.92,76.02,9,67109,21.35,1,Approved,40
